timestamp_us,ref_x,ref_y,ref_z,pos_x,pos_y,pos_z,controller
12648000,0.000000,0.000000,-3.000000,-0.054022,0.008621,-3.849317,sysid
12668000,0.000000,0.018144,-3.000000,-0.054144,0.008623,-3.895611,sysid
12688000,0.000000,0.036276,-3.000000,-0.054238,0.008645,-3.926594,sysid
12708000,0.000000,0.054385,-3.000000,-0.054401,0.008708,-3.973255,sysid
12728000,0.000000,0.072458,-3.000000,-0.054496,0.008765,-4.004485,sysid
12748000,0.000000,0.090484,-3.000000,-0.054673,0.008871,-4.051533,sysid
12768000,0.000000,0.108452,-3.000000,-0.054771,0.008957,-4.082993,sysid
12788000,0.000000,0.126350,-3.000000,-0.054918,0.009112,-4.130366,sysid
12808000,0.000000,0.144166,-3.000000,-0.054996,0.009239,-4.162057,sysid
12828000,0.000000,0.161889,-3.000000,-0.055064,0.009471,-4.209788,sysid
12848000,0.000000,0.179507,-3.000000,-0.055108,0.009644,-4.241744,sysid
12868000,0.000000,0.197010,-3.000000,-0.055091,0.009961,-4.289814,sysid
12888000,0.000000,0.214386,-3.000000,-0.055060,0.010210,-4.321980,sysid
12908000,0.000000,0.231625,-3.000000,-0.054984,0.010635,-4.370407,sysid
12928000,0.000000,0.248716,-3.000000,-0.054880,0.010960,-4.402839,sysid
12948000,0.000000,0.265647,-3.000000,-0.054720,0.011486,-4.451695,sysid
12968000,0.000000,0.282409,-3.000000,-0.054578,0.011874,-4.484402,sysid
12988000,0.000000,0.298992,-3.000000,-0.054322,0.012495,-4.533648,sysid
13008000,0.000000,0.315385,-3.000000,-0.054154,0.012926,-4.566610,sysid
13028000,0.000000,0.331578,-3.000000,-0.053821,0.013581,-4.616251,sysid
13048000,0.000000,0.347563,-3.000000,-0.053588,0.014026,-4.649482,sysid
13068000,0.000000,0.363329,-3.000000,-0.053009,0.014679,-4.699544,sysid
13088000,0.000000,0.378867,-3.000000,-0.052575,0.015107,-4.733067,sysid
13108000,0.000000,0.394169,-3.000000,-0.051848,0.015738,-4.783572,sysid
13128000,0.000000,0.409225,-3.000000,-0.051267,0.016118,-4.817393,sysid
13148000,0.000000,0.424028,-3.000000,-0.050404,0.016669,-4.868338,sysid
13168000,0.000000,0.438569,-3.000000,-0.049810,0.017000,-4.902451,sysid
13188000,0.000000,0.452840,-3.000000,-0.048921,0.017432,-4.953840,sysid
13208000,0.000000,0.466835,-3.000000,-0.048343,0.017703,-4.988240,sysid
13228000,0.000000,0.480545,-3.000000,-0.047422,0.018064,-5.040035,sysid
13248000,0.000000,0.493964,-3.000000,-0.046814,0.018301,-5.074702,sysid
13268000,0.000000,0.507084,-3.000000,-0.045910,0.018653,-5.126909,sysid
13288000,0.000000,0.519901,-3.000000,-0.045290,0.018864,-5.161858,sysid
13308000,0.000000,0.532408,-3.000000,-0.044335,0.019148,-5.214671,sysid
13328000,0.000000,0.544598,-3.000000,-0.043633,0.019319,-5.250259,sysid
13348000,0.000000,0.556468,-3.000000,-0.042580,0.019588,-5.304276,sysid
13368000,0.000000,0.568011,-3.000000,-0.041852,0.019764,-5.340731,sysid
13388000,0.000000,0.579224,-3.000000,-0.040701,0.020035,-5.396097,sysid
13408000,0.000000,0.590101,-3.000000,-0.039928,0.020229,-5.433445,sysid
13428000,0.000000,0.600639,-3.000000,-0.038669,0.020519,-5.490283,sysid
