timestamp_us,profile,ref_x,ref_y,ref_z,ref_vx,ref_vy,ref_vz,ref_ax,ref_ay,ref_az,ref_yaw,ref_yawspeed,pos_x,pos_y,pos_z,vx,vy,vz,ax,ay,az,roll,pitch,yaw,p,q,r,att_sp_q0,att_sp_q1,att_sp_q2,att_sp_q3,att_sp_thrust_x,att_sp_thrust_y,att_sp_thrust_z,rate_sp_roll,rate_sp_pitch,rate_sp_yaw,rate_sp_thrust_x,rate_sp_thrust_y,rate_sp_thrust_z,motor_0,motor_1,motor_2,motor_3,esc_0_rpm,esc_1_rpm,esc_2_rpm,esc_3_rpm,esc_0_voltage,esc_1_voltage,esc_2_voltage,esc_3_voltage,esc_0_current,esc_1_current,esc_2_current,esc_3_current,hover_thrust,controller
12452000,drag_x,0.000000,0.000000,-3.000000,0.301588,0.000000,0.000000,30.158781,0.000000,0.000000,0.000000,0.000000,-0.015722,-0.008652,-3.443538,-0.010684,-0.017964,-1.816831,-0.013498,-0.005768,-0.411290,-0.003764,-0.006698,1.538256,0.013342,0.011271,-0.127205,0.999999,0.000958,-0.001081,0.000001,0.000000,0.000000,-0.001000,0.000637,0.019988,-3.490659,0.000000,0.000000,-0.001000,0.001882,0.000000,0.002056,0.000062,151.000000,150.000000,151.000000,150.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.400000,sysid
12472000,drag_x,0.012064,0.000000,-3.000000,0.603145,0.000000,0.000000,-0.003045,0.000000,0.000000,0.000000,0.000000,-0.015844,-0.008516,-3.472339,-0.010785,-0.017598,-1.823258,-0.003248,-0.005150,-0.416637,-0.003493,-0.006499,1.535309,0.012396,0.012241,-0.127196,0.994522,0.000121,-0.104528,0.000013,0.000000,0.000000,-0.001000,-0.781826,-0.253115,-3.490659,0.000000,0.000000,-0.001000,0.000000,0.002000,0.000000,0.002000,150.000000,151.000000,150.000000,151.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.400000,sysid
12492000,drag_x,0.024126,0.000000,-3.000000,0.603054,0.000000,0.000000,-0.006086,0.000000,0.000000,0.000000,0.000000,-0.016021,-0.008328,-3.515745,-0.010982,-0.017012,-1.832927,-0.012738,-0.002732,-0.410049,-0.003206,-0.006281,1.532312,0.013527,0.012734,-0.127294,0.999120,0.001752,-0.041901,0.000073,0.000000,0.000000,-0.001000,-0.306063,-0.098783,-3.490659,0.000000,0.000000,-0.001000,0.000000,0.002000,0.000000,0.002000,150.000000,151.000000,150.000000,151.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.400000,sysid
12512000,drag_x,0.036186,0.000000,-3.000000,0.602901,0.000000,0.000000,-0.009164,0.000000,0.000000,0.000000,0.000000,-0.016125,-0.008214,-3.544811,-0.011080,-0.016629,-1.839385,-0.007652,-0.003169,-0.418936,-0.002932,-0.006089,1.529336,0.012228,0.011095,-0.126248,0.999086,0.001709,-0.042700,0.000073,0.000000,0.000000,-0.001000,-0.312685,-0.102437,-3.490659,0.000000,0.000000,-0.001000,0.000000,0.002000,0.000000,0.002000,150.000000,151.000000,150.000000,151.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.400000,sysid
12532000,drag_x,0.048242,0.000000,-3.000000,0.602688,0.000000,0.000000,-0.012172,0.000000,0.000000,0.000000,0.000000,-0.016282,-0.008101,-3.588616,-0.011262,-0.016237,-1.848957,-0.007213,-0.008317,-0.416222,-0.002659,-0.005928,1.526396,0.012921,0.009365,-0.125963,0.999054,0.001702,-0.043463,0.000074,0.000000,0.000000,-0.001000,-0.318966,-0.106169,-3.490659,0.000000,0.000000,-0.001000,0.000000,0.002000,0.000000,0.002000,150.000000,151.000000,150.000000,151.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.400000,sysid
12552000,drag_x,0.060293,0.000000,-3.000000,0.602414,0.000000,0.000000,-0.015255,0.000000,0.000000,0.000000,0.000000,-0.016390,-0.008049,-3.617957,-0.011398,-0.015965,-1.855343,-0.004955,-0.002779,-0.412935,-0.002372,-0.005760,1.523444,0.013747,0.009565,-0.126863,0.999018,0.001681,-0.044265,0.000074,0.000000,0.000000,-0.001000,-0.325610,-0.109967,-3.490659,0.000000,0.000000,-0.001000,0.000000,0.002000,0.000000,0.002000,150.000000,151.000000,150.000000,151.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.400000,sysid
12572000,drag_x,0.072338,0.000000,-3.000000,0.602079,0.000000,0.000000,-0.018282,0.000000,0.000000,0.000000,0.000000,-0.016513,-0.008051,-3.662202,-0.011648,-0.015686,-1.865015,-0.009257,-0.002837,-0.410506,-0.002096,-0.005615,1.520440,0.012821,0.007523,-0.126969,0.998984,0.001686,-0.045028,0.000076,0.000000,0.000000,-0.001000,-0.331861,-0.113802,-3.490659,0.000000,0.000000,-0.001000,0.000000,0.002000,0.000000,0.002000,150.000000,151.000000,150.000000,151.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.400000,sysid
12592000,drag_x,0.084376,0.000000,-3.000000,0.601683,0.000000,0.000000,-0.021327,0.000000,0.000000,0.000000,0.000000,-0.016589,-0.008058,-3.691823,-0.011773,-0.015538,-1.871421,-0.009381,-0.007542,-0.414994,-0.001815,-0.005500,1.517496,0.013469,0.006349,-0.125276,0.998949,0.001693,-0.045802,0.000078,0.000000,0.000000,-0.001000,-0.338238,-0.117574,-3.490659,0.000000,0.000000,-0.001000,0.000000,0.002000,0.000000,0.002000,150.000000,151.000000,150.000000,151.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.400000,sysid
12612000,drag_x,0.096406,0.000000,-3.000000,0.601226,0.000000,0.000000,-0.024345,0.000000,0.000000,0.000000,0.000000,-0.016695,-0.008078,-3.736444,-0.011867,-0.015397,-1.880985,-0.008216,-0.013505,-0.412992,-0.001542,-0.005411,1.514575,0.012852,0.005143,-0.125896,0.998917,0.001715,-0.046501,0.000080,0.000000,0.000000,-0.001000,-0.344002,-0.121161,-3.490659,0.000000,0.000000,-0.001000,0.000000,0.002000,0.000000,0.002000,150.000000,151.000000,150.000000,151.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.400000,sysid
12632000,drag_x,0.108425,0.000000,-3.000000,0.600709,0.000000,0.000000,-0.027381,0.000000,0.000000,0.000000,0.000000,-0.016723,-0.008084,-3.766336,-0.011960,-0.015245,-1.887434,-0.008854,-0.004436,-0.419275,-0.001268,-0.005341,1.511602,0.013025,0.004319,-0.125389,0.998882,0.001695,-0.047254,0.000080,0.000000,0.000000,-0.001000,-0.350295,-0.124555,-3.490659,0.000000,0.000000,-0.001000,0.000000,0.002000,0.000000,0.002000,150.000000,151.000000,150.000000,151.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.400000,sysid
12652000,drag_x,0.120434,0.000000,-3.000000,0.600130,0.000000,0.000000,-0.030473,0.000000,0.000000,0.000000,0.000000,-0.016772,-0.008093,-3.811380,-0.012083,-0.014970,-1.897025,-0.009343,0.000146,-0.404926,-0.000973,-0.005304,1.508661,0.013934,0.001637,-0.125357,0.998848,0.001652,-0.047949,0.000079,0.000000,0.000000,-0.001000,-0.356337,-0.127524,-3.490659,0.000000,0.000000,-0.001000,0.000000,0.002000,0.000000,0.002000,150.000000,151.000000,150.000000,151.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.400000,sysid
12672000,drag_x,0.132431,0.000000,-3.000000,0.599491,0.000000,0.000000,-0.033416,0.000000,0.000000,0.000000,0.000000,-0.016804,-0.008094,-3.841543,-0.012157,-0.014835,-1.903423,-0.010132,-0.003878,-0.410124,-0.000694,-0.005283,1.505754,0.013013,0.001464,-0.125800,0.998813,0.001642,-0.048680,0.000080,0.000000,0.000000,-0.001000,-0.362508,-0.130778,-3.490659,0.000000,0.000000,-0.001000,0.000000,0.002000,0.000000,0.002000,150.000000,151.000000,150.000000,151.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.400000,sysid
12692000,drag_x,0.144414,0.000000,-3.000000,0.598792,0.000000,0.000000,-0.036508,0.000000,0.000000,0.000000,0.000000,-0.016837,-0.008083,-3.886988,-0.012313,-0.014561,-1.912922,-0.005817,-0.003082,-0.407231,-0.000414,-0.005303,1.502849,0.012876,-0.001221,-0.124879,0.998779,0.001602,-0.049373,0.000079,0.000000,0.000000,-0.001000,-0.368520,-0.133561,-3.490659,0.000000,0.000000,-0.001000,0.000000,0.002000,0.000000,0.002000,150.000000,151.000000,150.000000,151.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.400000,sysid
12712000,drag_x,0.156382,0.000000,-3.000000,0.598032,0.000000,0.000000,-0.039525,0.000000,0.000000,0.000000,0.000000,-0.016858,-0.008078,-3.917418,-0.012288,-0.014435,-1.919365,-0.005270,-0.003329,-0.415791,-0.000133,-0.005342,1.499933,0.013477,-0.002107,-0.125018,0.998745,0.001594,-0.050055,0.000080,0.000000,0.000000,-0.001000,-0.374377,-0.136515,-3.490659,0.000000,0.000000,-0.001000,0.000000,0.002000,0.000000,0.002000,150.000000,151.000000,150.000000,151.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.400000,sysid
12732000,drag_x,0.168335,0.000000,-3.000000,0.597211,0.000000,0.000000,-0.042506,0.000000,0.000000,0.000000,0.000000,-0.016902,-0.008111,-3.963250,-0.012385,-0.014166,-1.929009,-0.008386,0.005240,-0.418008,0.000131,-0.005405,1.497053,0.012291,-0.003250,-0.124591,0.998712,0.001557,-0.050723,0.000079,0.000000,0.000000,-0.001000,-0.380163,-0.139101,-3.490659,0.000000,0.000000,-0.001000,0.000000,0.002000,0.000000,0.002000,150.000000,151.000000,150.000000,151.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.400000,sysid
12752000,drag_x,0.180271,0.000000,-3.000000,0.596331,0.000000,0.000000,-0.045486,0.000000,0.000000,0.000000,0.000000,-0.016938,-0.008141,-3.993942,-0.012450,-0.014023,-1.935391,-0.004232,-0.001827,-0.408583,0.000415,-0.005490,1.494204,0.013551,-0.004682,-0.124831,0.998675,0.001549,-0.051430,0.000080,0.000000,0.000000,-0.001000,-0.386260,-0.141972,-3.490659,0.000000,0.000000,-0.001000,0.000000,0.002000,0.000000,0.002000,150.000000,151.000000,150.000000,151.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.400000,sysid
12772000,drag_x,0.192188,0.000000,-3.000000,0.595390,0.000000,0.000000,-0.048541,0.000000,0.000000,0.000000,0.000000,-0.017023,-0.008210,-4.040157,-0.012572,-0.014004,-1.944982,-0.005150,-0.012059,-0.412288,0.000703,-0.005601,1.491342,0.013384,-0.006354,-0.125020,0.998641,0.001594,-0.052090,0.000083,0.000000,0.000000,-0.001000,-0.391880,-0.145035,-3.490659,0.000000,0.000000,-0.001000,0.000000,0.002000,0.000000,0.002000,150.000000,151.000000,150.000000,151.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.400000,sysid
